title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker,ticker_sentiment_score,ticker_relevance_score
"Apple's Siren Call: Study Reveals Android Users Can't Resist the iPhone Temptation - Samsung Electronics Co  ( OTC:SSNLF ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) , Lenovo Gr  ( OTC:LNVGY ) ",https://www.benzinga.com/news/23/06/32868665/apples-siren-call-study-reveals-android-users-cant-resist-the-iphone-temptation,20230615T080458,['Ananya Gairola'],"In a technological tug-of-war that has captivated smartphone enthusiasts for years, a new report revealed fascinating trends - Apple Inc.'s AAPL iPhone's charm successfully temps users with devices running on Google's GOOG GOOGL Android operating system.","https://cdn.benzinga.com/files/images/story/2023/Kaunas,,Lithuania,-,2023,March,6:,Android,And,Apple,Iphone_0.jpeg?width=1200&height=800&fit=crop",Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.436429,Bullish,GOOG,0.32553,0.22595
"Apple's Siren Call: Study Reveals Android Users Can't Resist the iPhone Temptation - Samsung Electronics Co  ( OTC:SSNLF ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) , Lenovo Gr  ( OTC:LNVGY ) ",https://www.benzinga.com/news/23/06/32868665/apples-siren-call-study-reveals-android-users-cant-resist-the-iphone-temptation,20230615T080458,['Ananya Gairola'],"In a technological tug-of-war that has captivated smartphone enthusiasts for years, a new report revealed fascinating trends - Apple Inc.'s AAPL iPhone's charm successfully temps users with devices running on Google's GOOG GOOGL Android operating system.","https://cdn.benzinga.com/files/images/story/2023/Kaunas,,Lithuania,-,2023,March,6:,Android,And,Apple,Iphone_0.jpeg?width=1200&height=800&fit=crop",Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.436429,Bullish,AAPL,0.71749,0.434142
Capitalizing on the Boom in AI Software Development,https://www.zacks.com/stock/news/2108442/capitalizing-on-the-boom-in-ai-software-development,20230614T185700,['Zacks Investment Research'],"Nothing changes the world more powerfully than technological innovation, which means the limitless potential of artificial intelligence has put investors at the forefront of a revolution. Kevin Cook highlights three stocks that can help you capture significant long-term gains in AI software.",https://staticx-tuner.zacks.com/images/articles/main/75/44765.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.22005,Somewhat-Bullish,MSFT,0.114997,0.040934
Capitalizing on the Boom in AI Software Development,https://www.zacks.com/stock/news/2108442/capitalizing-on-the-boom-in-ai-software-development,20230614T185700,['Zacks Investment Research'],"Nothing changes the world more powerfully than technological innovation, which means the limitless potential of artificial intelligence has put investors at the forefront of a revolution. Kevin Cook highlights three stocks that can help you capture significant long-term gains in AI software.",https://staticx-tuner.zacks.com/images/articles/main/75/44765.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.22005,Somewhat-Bullish,DTST,0.177175,0.020474
Capitalizing on the Boom in AI Software Development,https://www.zacks.com/stock/news/2108442/capitalizing-on-the-boom-in-ai-software-development,20230614T185700,['Zacks Investment Research'],"Nothing changes the world more powerfully than technological innovation, which means the limitless potential of artificial intelligence has put investors at the forefront of a revolution. Kevin Cook highlights three stocks that can help you capture significant long-term gains in AI software.",https://staticx-tuner.zacks.com/images/articles/main/75/44765.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.22005,Somewhat-Bullish,GOOG,0.036362,0.020474
Capitalizing on the Boom in AI Software Development,https://www.zacks.com/stock/news/2108442/capitalizing-on-the-boom-in-ai-software-development,20230614T185700,['Zacks Investment Research'],"Nothing changes the world more powerfully than technological innovation, which means the limitless potential of artificial intelligence has put investors at the forefront of a revolution. Kevin Cook highlights three stocks that can help you capture significant long-term gains in AI software.",https://staticx-tuner.zacks.com/images/articles/main/75/44765.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.22005,Somewhat-Bullish,META,0.036362,0.020474
Capitalizing on the Boom in AI Software Development,https://www.zacks.com/stock/news/2108442/capitalizing-on-the-boom-in-ai-software-development,20230614T185700,['Zacks Investment Research'],"Nothing changes the world more powerfully than technological innovation, which means the limitless potential of artificial intelligence has put investors at the forefront of a revolution. Kevin Cook highlights three stocks that can help you capture significant long-term gains in AI software.",https://staticx-tuner.zacks.com/images/articles/main/75/44765.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.22005,Somewhat-Bullish,NVDA,0.257889,0.31864
Capitalizing on the Boom in AI Software Development,https://www.zacks.com/stock/news/2108442/capitalizing-on-the-boom-in-ai-software-development,20230614T185700,['Zacks Investment Research'],"Nothing changes the world more powerfully than technological innovation, which means the limitless potential of artificial intelligence has put investors at the forefront of a revolution. Kevin Cook highlights three stocks that can help you capture significant long-term gains in AI software.",https://staticx-tuner.zacks.com/images/articles/main/75/44765.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.22005,Somewhat-Bullish,AAPL,0.169535,0.241884
Capitalizing on the Boom in AI Software Development,https://www.zacks.com/stock/news/2108442/capitalizing-on-the-boom-in-ai-software-development,20230614T185700,['Zacks Investment Research'],"Nothing changes the world more powerfully than technological innovation, which means the limitless potential of artificial intelligence has put investors at the forefront of a revolution. Kevin Cook highlights three stocks that can help you capture significant long-term gains in AI software.",https://staticx-tuner.zacks.com/images/articles/main/75/44765.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.22005,Somewhat-Bullish,TSLA,0.105734,0.020474
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,EADSF,0.0,0.07157
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,GOOG,-0.054144,0.107175
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,AAPL,0.154068,0.07157
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,LOGI,0.124788,0.07157
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,BRK-A,0.012688,0.035821
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,LLY,-0.065334,0.07157
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,TM,0.087486,0.07157
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,PFE,-0.10865,0.07157
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,TSN,0.01431,0.07157
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,BA,0.0,0.107175
"Top Stories Wednesday, June 14: Deflation Pushes PPI To 28-Month Lows; Google's Dominance in Ad Tech Under European Scrutiny; Disney Delays Avatar, Marvel & Star Wars Release - Apple  ( NASDAQ:AAPL ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/06/32855678/deflation-pushes-ppi-to-28-month-lows-googles-dominance-in-ad-tech-under-european-scrutiny-disney-de,20230614T134734,['Vandana Singh'],"U.S. producers now face the reality of deflation, as the Producer Price Index ( PPI ) for final demand slumped 0.3% month-on-month in May, down from the previous 0.2% monthly increase and below the expected 0.1% fall, the U.S. Bureau of Labor Statistics reported Wednesday.",https://cdn.benzinga.com/files/images/story/2023/06/14/interest_rate_pexels-energepiccom-159888.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",-0.012009,Neutral,RYDAF,0.0,0.035821
Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2023/06/14/looking-for-tech-stocks-these-3-are-great-buys/,20230614T090500,['Dani Cook'],Tech stocks consistently offer more gains than almost any other industry.,https://media.ycharts.com/charts/3639fe6516481d3aa9729979e67bc281.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.367303,Bullish,MSFT,0.026078,0.055236
Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2023/06/14/looking-for-tech-stocks-these-3-are-great-buys/,20230614T090500,['Dani Cook'],Tech stocks consistently offer more gains than almost any other industry.,https://media.ycharts.com/charts/3639fe6516481d3aa9729979e67bc281.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.367303,Bullish,SSNLF,0.032057,0.055236
Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2023/06/14/looking-for-tech-stocks-these-3-are-great-buys/,20230614T090500,['Dani Cook'],Tech stocks consistently offer more gains than almost any other industry.,https://media.ycharts.com/charts/3639fe6516481d3aa9729979e67bc281.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.367303,Bullish,GOOG,0.174455,0.164656
Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2023/06/14/looking-for-tech-stocks-these-3-are-great-buys/,20230614T090500,['Dani Cook'],Tech stocks consistently offer more gains than almost any other industry.,https://media.ycharts.com/charts/3639fe6516481d3aa9729979e67bc281.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.367303,Bullish,AAPL,0.516042,0.420608
Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2023/06/14/looking-for-tech-stocks-these-3-are-great-buys/,20230614T090500,['Dani Cook'],Tech stocks consistently offer more gains than almost any other industry.,https://media.ycharts.com/charts/3639fe6516481d3aa9729979e67bc281.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.367303,Bullish,BAC,0.316,0.055236
Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2023/06/14/looking-for-tech-stocks-these-3-are-great-buys/,20230614T090500,['Dani Cook'],Tech stocks consistently offer more gains than almost any other industry.,https://media.ycharts.com/charts/3639fe6516481d3aa9729979e67bc281.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.367303,Bullish,BRK-A,0.316,0.055236
Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2023/06/14/looking-for-tech-stocks-these-3-are-great-buys/,20230614T090500,['Dani Cook'],Tech stocks consistently offer more gains than almost any other industry.,https://media.ycharts.com/charts/3639fe6516481d3aa9729979e67bc281.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.818451'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.367303,Bullish,AMD,0.316937,0.270973
Apple VP Says 'Working With The EU' To Allow Sideloading Apps On iOS - Alphabet  ( NASDAQ:GOOGL ) ,https://www.benzinga.com/news/23/06/32850202/apple-vp-says-working-with-the-eu-to-allow-sideloading-apps-on-ios,20230614T085845,['Rounak Jain'],Apple AAPL is looking at ways to comply with the European Union's mandate to allow iPhone users to download and install applications from third-party sources.,https://cdn.benzinga.com/files/images/story/2023/iOS_17_Photo_by_rafapress_on_Shutterstock_2.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.142491,Neutral,GOOG,0.208382,0.145145
Apple VP Says 'Working With The EU' To Allow Sideloading Apps On iOS - Alphabet  ( NASDAQ:GOOGL ) ,https://www.benzinga.com/news/23/06/32850202/apple-vp-says-working-with-the-eu-to-allow-sideloading-apps-on-ios,20230614T085845,['Rounak Jain'],Apple AAPL is looking at ways to comply with the European Union's mandate to allow iPhone users to download and install applications from third-party sources.,https://cdn.benzinga.com/files/images/story/2023/iOS_17_Photo_by_rafapress_on_Shutterstock_2.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.142491,Neutral,AAPL,0.087921,0.416844
